ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000172661,42.53,WASHC2C,253725
ENSG00000259690,37.68,AC107980.1,
ENSG00000259092,45.71,TRAV30,
ENSG00000259814,42.49,AC102941.1,
ENSG00000134028,36.35,ADAMDEC1,27299
ENSG00000227488,44.10,GAGE12D,100132399
ENSG00000259300,51.32,TUBBP8,
ENSG00000288106,38.28,AL022318.5,
ENSG00000249048,44.26,TRAV31,
ENSG00000258905,42.14,TRAV32,
ENSG00000235209,49.86,AL022318.1,
ENSG00000258812,43.88,TRAV33,
ENSG00000251002,40.42,AC244502.1,105370401
ENSG00000287334,48.38,AC102941.2,
ENSG00000128383,53.24,APOBEC3A,200315
ENSG00000128383,53.24,APOBEC3A,100913187
ENSG00000256802,53.60,AC022613.1,100130111
ENSG00000262434,54.99,AC087392.4,
ENSG00000277491,59.30,AC087392.5,
ENSG00000167693,50.99,NXN,64359
ENSG00000104067,40.22,TJP1,7082
ENSG00000236362,44.54,GAGE12F,2574
ENSG00000236362,44.54,GAGE12F,2576
ENSG00000236362,44.54,GAGE12F,2578
ENSG00000236362,44.54,GAGE12F,2579
ENSG00000236362,44.54,GAGE12F,26748
ENSG00000236362,44.54,GAGE12F,729408
ENSG00000236362,44.54,GAGE12F,100008586
ENSG00000230003,44.91,AL445646.1,
ENSG00000225947,47.80,AL596448.1,
ENSG00000165091,39.22,TMC1,117531
ENSG00000216649,44.08,GAGE12E,729431
ENSG00000284684,49.17,AC092442.1,
ENSG00000211812,44.40,TRAV26-2,
ENSG00000179750,53.12,APOBEC3B,9582
ENSG00000287786,47.49,AC113615.2,
ENSG00000211813,45.23,TRAV34,
ENSG00000249896,46.99,LINC02495,
ENSG00000211814,43.45,TRAV35,
ENSG00000211815,44.20,TRAV36DV7,
ENSG00000259068,47.48,TRAV37,
ENSG00000211816,47.65,TRAV38-1,
ENSG00000211817,47.98,TRAV38-2DV8,
ENSG00000251408,47.62,AC113615.1,
ENSG00000211818,48.00,TRAV39,
ENSG00000288588,51.31,AC116317.2,
ENSG00000211819,41.16,TRAV40,
ENSG00000199731,42.73,RNU6-1079P,
ENSG00000207052,42.99,RNU6-378P,
ENSG00000211820,44.44,TRAV41,
ENSG00000285081,41.85,AC004593.1,
ENSG00000109501,57.04,WFS1,7466
ENSG00000235669,41.36,CHN2-AS1,
ENSG00000056097,38.32,ZFR,51663
ENSG00000256221,35.88,AC244502.2,
ENSG00000237065,48.52,NANOGP4,
ENSG00000259042,45.78,AC244502.3,
ENSG00000223813,39.20,AC007255.1,
ENSG00000211821,50.74,TRDV2,
ENSG00000223997,25.00,TRDD1,
ENSG00000215269,44.17,GAGE12G,2576
ENSG00000215269,44.17,GAGE12G,2578
ENSG00000215269,44.17,GAGE12G,2579
ENSG00000215269,44.17,GAGE12G,26748
ENSG00000215269,44.17,GAGE12G,645073
ENSG00000237235,55.56,TRDD2,
ENSG00000270196,42.16,GTF3C6P3,
ENSG00000228985,61.54,TRDD3,
ENSG00000211825,45.10,TRDJ1,
ENSG00000211826,50.00,TRDJ4,
ENSG00000176532,56.37,PRR15,222171
ENSG00000211827,46.30,TRDJ2,
ENSG00000211828,55.93,TRDJ3,
ENSG00000211829,43.66,TRDC,
ENSG00000225264,40.97,ZNRF2P2,
ENSG00000256590,43.77,TRDV3,
ENSG00000211831,43.33,TRAJ61,
ENSG00000249446,47.37,TRAJ60,
ENSG00000211832,44.44,TRAJ59,
ENSG00000224902,44.15,GAGE12H,729442
ENSG00000211833,47.62,TRAJ58,
ENSG00000211834,46.03,TRAJ57,
ENSG00000223437,39.47,TMSB4XP3,
ENSG00000211835,38.71,TRAJ56,
ENSG00000227855,36.47,DPY19L2P3,442524
ENSG00000250688,42.11,TRAJ55,
ENSG00000211836,50.00,TRAJ54,
ENSG00000267262,49.32,AC011444.2,
ENSG00000211837,37.88,TRAJ53,
ENSG00000267589,52.06,AC011444.4,
ENSG00000211838,46.38,TRAJ52,
ENSG00000189064,44.17,GAGE2A,645037
ENSG00000189064,44.17,GAGE2A,729447
ENSG00000189064,44.17,GAGE2A,100101629
ENSG00000248366,42.86,TRAJ51,
ENSG00000267299,47.60,AC011444.3,
ENSG00000211839,45.00,TRAJ50,
ENSG00000249310,53.42,APOBEC3B-AS1,100874530
ENSG00000069206,36.76,ADAM7,8756
ENSG00000211840,46.43,TRAJ49,
ENSG00000262133,53.15,AC087392.2,
ENSG00000205777,42.97,GAGE1,2543
ENSG00000262003,45.67,AC087392.1,101927727
ENSG00000211841,38.10,TRAJ48,
ENSG00000244509,52.56,APOBEC3C,27350
ENSG00000211842,45.61,TRAJ47,
ENSG00000130377,45.82,ACSBG2,81616
ENSG00000211843,52.38,TRAJ46,
ENSG00000263017,63.66,AC036164.1,
ENSG00000212024,50.53,MIR550A3,100616354
ENSG00000211844,51.52,TRAJ45,
ENSG00000122574,42.58,WIPF3,644150
ENSG00000177370,48.66,TIMM22,29928
ENSG00000211845,50.79,TRAJ44,
ENSG00000211846,44.44,TRAJ43,
ENSG00000211847,37.88,TRAJ42,
ENSG00000211848,54.84,TRAJ41,
ENSG00000211849,44.26,TRAJ40,
ENSG00000211850,46.03,TRAJ39,
ENSG00000211851,48.39,TRAJ38,
ENSG00000284554,54.12,AL022318.4,
ENSG00000278661,43.08,TRAJ37,
ENSG00000276699,50.00,TRAJ36,
ENSG00000213856,48.00,VDAC1P2,
ENSG00000243811,54.30,APOBEC3D,140564
ENSG00000227391,50.40,SALL1P1,
ENSG00000211854,50.85,TRAJ35,
ENSG00000068985,40.40,PAGE1,8712
ENSG00000211855,43.10,TRAJ34,
ENSG00000211856,45.61,TRAJ33,
ENSG00000211857,46.97,TRAJ32,
ENSG00000238906,44.76,AC004912.1,
ENSG00000211858,49.12,TRAJ31,
ENSG00000255680,56.21,AC091564.6,
ENSG00000159842,55.27,ABR,29
ENSG00000286176,56.42,AC116317.1,107986257
ENSG00000136193,43.91,SCRN1,9805
ENSG00000211859,42.11,TRAJ30,
ENSG00000166341,52.61,DCHS1,8642
ENSG00000211860,43.33,TRAJ29,
ENSG00000234271,49.36,Z98752.2,
ENSG00000211861,53.03,TRAJ28,
ENSG00000074211,51.48,PPP2R2C,5522
ENSG00000211862,49.15,TRAJ27,
ENSG00000211863,50.00,TRAJ26,
ENSG00000277611,48.27,Z98752.3,
ENSG00000211864,50.00,TRAJ25,
ENSG00000211865,57.14,TRAJ24,
ENSG00000211866,44.44,TRAJ23,
ENSG00000101951,38.06,PAGE4,9506
ENSG00000226143,50.35,Z98752.1,
ENSG00000211867,44.44,TRAJ22,
ENSG00000236862,42.66,RPS20P24,
ENSG00000211868,32.73,TRAJ21,
ENSG00000229753,38.20,RPS27AP15,
ENSG00000128394,53.18,APOBEC3F,200316
ENSG00000236849,36.93,LINC01474,101927258
ENSG00000211869,47.37,TRAJ20,
ENSG00000101049,49.23,SGK2,10110
ENSG00000211870,35.00,TRAJ19,
ENSG00000211871,56.06,TRAJ18,
ENSG00000211872,46.03,TRAJ17,
ENSG00000211873,48.33,TRAJ16,
ENSG00000211875,36.54,TRAJ14,
ENSG00000211876,44.44,TRAJ13,
ENSG00000211877,53.33,TRAJ12,
ENSG00000211878,50.00,TRAJ11,
ENSG00000211879,48.44,TRAJ10,
ENSG00000234390,53.22,USP27X-AS1,158572
ENSG00000211880,37.70,TRAJ9,
ENSG00000273820,51.22,USP27X,389856
ENSG00000165092,36.05,ALDH1A1,216
ENSG00000211881,45.00,TRAJ8,
ENSG00000211882,49.15,TRAJ7,
ENSG00000220132,55.05,CPSF1P2,
ENSG00000211883,45.16,TRAJ6,
ENSG00000253643,37.46,AC024958.1,101929315
ENSG00000211884,51.67,TRAJ5,
ENSG00000171365,39.57,CLCN5,1184
ENSG00000259421,55.81,AL022318.2,
ENSG00000211885,49.21,TRAJ4,
ENSG00000255390,63.07,AC091564.4,
ENSG00000239713,54.63,APOBEC3G,60489
ENSG00000255410,50.80,AC091564.5,
ENSG00000211886,53.23,TRAJ3,
ENSG00000211887,36.36,TRAJ2,
ENSG00000158042,47.50,MRPL17,63875
ENSG00000211888,45.16,TRAJ1,
ENSG00000277734,50.20,TRAC,
ENSG00000272163,56.17,AF106564.1,
ENSG00000259054,59.18,LINC02332,105370400
ENSG00000104722,48.49,NEFM,4741
ENSG00000259003,55.34,AC243965.1,
ENSG00000129562,41.90,DAD1,1603
ENSG00000241678,41.96,AC091564.1,
ENSG00000254838,39.04,GVINP1,387751
ENSG00000254781,36.42,GVINP2,
ENSG00000188124,39.84,OR2AG2,338755
ENSG00000279486,38.40,OR2AG1,144125
ENSG00000275552,49.89,AC243965.2,
ENSG00000227014,40.43,FKBP14-AS1,
ENSG00000100439,48.25,ABHD4,63874
ENSG00000184933,37.88,OR6A2,8590
ENSG00000169814,39.83,BTD,686
ENSG00000106080,38.69,FKBP14,55033
ENSG00000283415,37.54,AC087280.2,
ENSG00000277586,44.30,NEFL,4747
ENSG00000254712,42.57,AC087280.1,
ENSG00000166363,47.34,OR10A5,144124
ENSG00000225720,52.68,AL031846.1,
ENSG00000170790,37.83,OR10A2,341276
ENSG00000100298,53.45,APOBEC3H,164668
ENSG00000170782,49.95,OR10A4,283297
ENSG00000283327,45.83,MIR6841,102465506
ENSG00000272157,57.14,AC107373.2,
ENSG00000253832,42.64,AC107373.1,
ENSG00000013288,54.58,MAN2B2,23324
ENSG00000288055,49.77,AC107373.3,
ENSG00000207956,32.65,MIR579,693164
ENSG00000249142,50.72,AC074134.1,
ENSG00000253670,47.13,AC073581.1,
ENSG00000287185,45.49,AC041005.1,
ENSG00000166368,45.41,OR2D2,120776
ENSG00000113387,42.87,SUB1,10923
ENSG00000178358,44.21,OR2D3,120775
ENSG00000147459,42.37,DOCK5,80005
ENSG00000149054,37.06,ZNF215,7762
ENSG00000255804,49.44,OR6J1,79549
ENSG00000228024,34.64,CYP1D1P,
ENSG00000242061,42.47,AL160314.1,
ENSG00000258458,42.49,AL160314.2,
ENSG00000135046,34.68,ANXA1,301
ENSG00000106086,39.62,PLEKHA8,84725
ENSG00000235213,51.79,OR6E1P,
ENSG00000258823,48.01,AL160314.3,
ENSG00000212302,43.48,AL135998.1,
ENSG00000155463,46.65,OXA1L,5018
ENSG00000100307,54.25,CBX7,23492
ENSG00000270434,58.25,AC012044.1,
ENSG00000231122,44.65,FAM25E,643479
ENSG00000188234,41.12,AGAP4,119016
ENSG00000201341,36.45,RNU6-421P,
ENSG00000207758,53.85,MIR532,693124
ENSG00000207768,58.14,MIR188,406964
ENSG00000149050,34.92,ZNF214,7761
ENSG00000207785,55.95,MIR500A,574502
ENSG00000208015,41.54,MIR362,574030
ENSG00000211538,53.57,MIR501,574503
ENSG00000239057,55.70,MIR500B,100422911
ENSG00000207970,49.48,MIR660,724030
ENSG00000272080,55.81,MIR502,574504
ENSG00000181977,61.97,PYY3,
ENSG00000202495,45.54,Y_RNA,
ENSG00000147081,41.49,AKAP4,8852
ENSG00000282876,47.45,Z98752.4,
ENSG00000101052,44.50,IFT52,51098
ENSG00000239883,38.95,PARGP1,
ENSG00000239152,47.41,RNA5SP310,
ENSG00000264217,43.33,RPL35AP23,
ENSG00000158077,37.29,NLRP14,338323
ENSG00000265354,40.13,TIMM23,100287932
ENSG00000226024,53.28,COX5BP7,
ENSG00000279833,58.59,AL031846.2,
ENSG00000227009,50.59,FUNDC2P4,
ENSG00000215467,52.41,RPL27AP,
ENSG00000101057,49.88,MYBL2,4605
ENSG00000100311,58.15,PDGFB,5155
ENSG00000265733,51.24,SNORA74C-1,109616974
ENSG00000266412,41.18,NCOA4,8031
ENSG00000170748,55.65,RBMXL2,27288
ENSG00000255179,35.32,AC027804.1,
ENSG00000267415,50.27,AC011471.1,
ENSG00000221703,40.28,MIR302E,100313774
ENSG00000284490,50.34,AC011471.4,
ENSG00000170743,40.11,SYT9,143425
ENSG00000130382,55.58,MLLT1,4298
ENSG00000179010,53.11,MRFAP1,93621
ENSG00000206560,37.11,ANKRD28,23243
ENSG00000147082,39.21,CCNB3,85417
ENSG00000284858,38.16,AC091185.2,
ENSG00000274988,53.42,MIR6876,102465527
ENSG00000147437,39.76,GNRH1,2796
ENSG00000189409,70.33,MMP23B,8510
ENSG00000251580,49.48,LINC02482,
ENSG00000242628,44.75,AC009228.1,
ENSG00000251805,47.66,AC009228.2,
ENSG00000284847,75.68,AC093323.4,
ENSG00000232963,50.18,HMGN2P20,
ENSG00000221844,57.37,DPP3P2,
ENSG00000233747,49.92,RPL36AP13,
ENSG00000170846,52.60,AC093323.1,
ENSG00000286840,34.68,AL451127.2,
ENSG00000267563,55.05,AC011471.2,
ENSG00000286829,45.21,AC093798.1,
ENSG00000155465,47.24,SLC7A7,9056
ENSG00000280394,55.97,AC011471.3,
ENSG00000253476,40.57,AC091185.1,
ENSG00000232590,34.13,AL451127.1,
ENSG00000167769,49.82,ACER1,125981
ENSG00000124196,48.63,GTSF1L,149699
ENSG00000236701,51.28,AL512594.1,
ENSG00000251364,44.13,AC107884.1,100506258
ENSG00000104756,37.30,KCTD9,54793
ENSG00000212454,48.11,RNA5SP286,
ENSG00000223368,42.17,AL513124.1,
ENSG00000246526,55.99,LINC02481,339988
ENSG00000227809,37.90,AL355674.1,101927358
ENSG00000206801,37.38,RNU6-639P,
ENSG00000279859,52.15,AC093323.2,
ENSG00000233277,46.86,LINC01728,105372626
ENSG00000284633,55.82,AL031590.1,
ENSG00000163993,53.54,S100P,6286
ENSG00000084676,37.10,NCOA1,8648
ENSG00000224794,55.34,AL022326.1,
ENSG00000124191,47.56,TOX2,84969
ENSG00000224825,39.53,RORB-AS1,
ENSG00000100316,53.41,RPL3,6122
ENSG00000198963,37.74,RORB,6096
ENSG00000282742,45.52,AC093323.3,
ENSG00000178988,44.76,MRFAP1L1,114932
ENSG00000231519,38.88,AC007285.1,
ENSG00000269802,50.00,AC011491.3,
ENSG00000283618,43.33,AC007036.4,
ENSG00000286847,41.36,AC007036.5,105375216
ENSG00000125656,53.34,CLPP,8192
ENSG00000180354,46.56,MTURN,222166
ENSG00000186222,52.72,BLOC1S4,55330
ENSG00000287331,50.28,AC106045.1,
ENSG00000170871,42.27,KIAA0232,9778
ENSG00000230751,52.74,AC007036.2,
ENSG00000250885,44.49,LINC02061,
ENSG00000251660,38.47,AC007036.3,
ENSG00000225907,54.73,RPS27P16,
ENSG00000286741,45.41,AC008766.1,
ENSG00000196260,50.01,SFTA2,389376
ENSG00000183801,42.20,OLFML1,283298
ENSG00000227017,45.93,AC007036.1,
ENSG00000113389,40.83,NPR3,4883
ENSG00000180233,36.62,ZNRF2,223082
ENSG00000259644,40.12,AC022613.3,
ENSG00000234664,51.65,HMGN2P5,
ENSG00000125652,65.36,ALKBH7,84266
ENSG00000274588,41.04,DGKK,139189
ENSG00000259523,47.76,AC022613.2,
ENSG00000252761,44.57,Y_RNA,
ENSG00000259749,36.70,NCAPGP2,
ENSG00000168631,49.36,MUCL3,135656
ENSG00000259647,41.57,AC111152.2,
ENSG00000260174,65.56,SYNGR2P1,
ENSG00000207771,50.52,MIR550A1,693133
ENSG00000283237,50.52,MIR550B1,100500883
ENSG00000281593,38.17,AC006978.2,
ENSG00000229389,41.17,AC111152.1,
ENSG00000235859,47.57,AC006978.1,
ENSG00000179938,53.10,GOLGA8J,653073
ENSG00000281404,38.81,LINC01176,100506516
ENSG00000125650,58.35,PSPN,5623
ENSG00000286944,37.99,AL137018.1,
ENSG00000248333,51.91,CDK11B,984
ENSG00000132405,49.50,TBC1D14,57533
ENSG00000166387,45.46,PPFIBP2,8495
ENSG00000119121,39.99,TRPM6,140803
ENSG00000106100,46.77,NOD1,10392
ENSG00000233529,46.50,HCG21,
ENSG00000125651,54.75,GTF2F1,2962
ENSG00000275906,45.98,NAPGP2,
ENSG00000204544,50.08,MUC21,394263
ENSG00000261272,46.73,MUC22,100507679
ENSG00000241229,53.45,RN7SL443P,
ENSG00000149596,47.95,JPH2,57158
ENSG00000228789,48.38,HCG22,285834
ENSG00000184661,39.63,CDCA2,157313
ENSG00000273818,54.01,RN7SL673P,
ENSG00000261792,54.59,DNM1P28,
ENSG00000222895,41.00,RNU6-1133P,
ENSG00000178081,39.90,ULK4P3,89837
ENSG00000204542,57.80,C6orf15,29113
ENSG00000287570,48.94,AL035447.1,
ENSG00000132823,40.48,OSER1,51526
ENSG00000204540,52.26,PSORS1C1,170679
ENSG00000263639,45.56,MSMB,4477
ENSG00000223891,46.04,OSER1-DT,100505783
ENSG00000158352,40.17,SHROOM4,57477
ENSG00000207432,45.11,U8,
ENSG00000261247,53.07,GOLGA8T,653075
ENSG00000261247,53.07,GOLGA8T,653125
ENSG00000280012,48.07,RPL23AP61,
ENSG00000264204,40.79,AGAP7P,
ENSG00000204539,52.48,CDSN,1041
ENSG00000251062,44.23,AC025459.1,
ENSG00000250697,37.95,AC010343.3,
ENSG00000204538,57.60,PSORS1C2,170680
ENSG00000124194,50.27,GDAP1L1,78997
ENSG00000248279,39.30,LINC02120,340113
ENSG00000272638,47.64,AC006027.1,
ENSG00000277637,54.01,RN7SL469P,
ENSG00000260897,57.68,DNM1P30,
ENSG00000238211,64.17,POLR2LP1,
ENSG00000006625,40.54,GGCT,79017
ENSG00000261747,51.69,AC120045.2,
ENSG00000259906,55.18,AC120045.1,
ENSG00000249102,37.26,AC034223.1,
ENSG00000225930,40.77,LINC02249,26082
ENSG00000251281,37.46,AC034223.2,
ENSG00000250672,55.80,AC010343.2,
ENSG00000263482,49.20,ANTXRLP1,
ENSG00000240376,51.19,AC010343.1,
ENSG00000259993,67.43,AC135731.1,
ENSG00000206972,44.86,RNU6-17P,
ENSG00000270955,41.37,AC135731.2,
ENSG00000204536,51.86,CCHCR1,54535
ENSG00000251443,37.05,LINC02160,105374716
ENSG00000274209,50.99,ANTXRL,195977
ENSG00000264429,67.86,MIR3183,100422835
ENSG00000278794,53.93,Metazoa_SRP,
ENSG00000279417,47.30,AC019322.4,
ENSG00000275997,58.10,AC016292.2,
ENSG00000238783,45.71,Y_RNA,
ENSG00000235361,52.69,AC016292.1,
ENSG00000252561,49.61,RNU1-125P,
ENSG00000262370,47.76,AC108134.3,
ENSG00000262213,49.61,AC144836.1,
ENSG00000166664,44.41,CHRFAM7A,89832
ENSG00000205899,72.81,BHLHA9,727857
ENSG00000222303,36.00,RNU6-935P,
ENSG00000226881,49.42,H3P44,
ENSG00000200204,49.37,RNU1-22P,
ENSG00000184811,55.90,TRARG1,286753
ENSG00000288579,39.44,AC025472.1,
ENSG00000130385,44.73,BMP15,9210
ENSG00000249572,40.72,AC034231.1,
ENSG00000130182,55.81,ZSCAN10,84891
ENSG00000238190,42.30,HMGB1P15,
ENSG00000227493,51.07,AC239367.1,
ENSG00000253100,41.72,AC009623.1,
ENSG00000230926,38.46,AC239367.2,
ENSG00000113407,38.40,TARS1,6897
ENSG00000230317,40.50,LINC01284,101926971
ENSG00000281039,42.00,AC005154.5,
ENSG00000108953,44.73,YWHAE,7531
ENSG00000196295,42.34,GARS1-DT,
ENSG00000264354,33.78,MIR3134,100422990
ENSG00000279465,49.09,AC090950.2,
ENSG00000253342,41.90,AC009623.2,
ENSG00000270409,44.95,AC090950.1,
ENSG00000285890,42.47,AC009623.3,
ENSG00000254178,40.02,AC090103.1,
ENSG00000263740,58.64,RN7SL4P,
ENSG00000287042,37.71,AC090945.1,
ENSG00000221818,42.02,EBF2,64641
ENSG00000207815,44.30,MIR563,693148
ENSG00000224728,57.11,IMPDH1P8,
ENSG00000286689,47.48,AC090946.1,
ENSG00000279058,40.50,AGAP14P,
ENSG00000269444,55.43,AC011491.2,
ENSG00000237926,49.14,AC239367.3,
ENSG00000274390,65.15,MIR6885,102465533
ENSG00000273758,68.25,MIR6790,102465473
ENSG00000214347,50.10,AC011491.1,390877
ENSG00000229151,39.30,AC233976.1,
ENSG00000131386,45.63,GALNT15,117248
ENSG00000287767,42.09,AC233976.2,
ENSG00000273225,49.94,FAM25BP,
ENSG00000122824,46.89,NUDT10,170685
ENSG00000279458,52.32,AC244230.1,
ENSG00000088247,58.57,KHSRP,8570
ENSG00000264230,54.03,ANXA8L1,728113
ENSG00000226530,39.91,AL158055.1,
ENSG00000187690,60.81,EZHIP,340602
ENSG00000263070,38.09,AC019322.1,
ENSG00000196368,39.02,NUDT11,55190
ENSG00000287104,49.59,AC097382.3,
ENSG00000238519,45.86,U8,
ENSG00000197296,49.34,FITM2,128486
ENSG00000274966,56.66,AC019322.3,
ENSG00000187904,46.60,AC097382.1,
ENSG00000186399,53.37,GOLGA8R,101059918
ENSG00000202392,53.63,RN7SKP292,
ENSG00000245748,52.74,AC097382.2,100129931
ENSG00000234766,41.20,LINC01496,
ENSG00000280408,48.39,AC032044.2,
ENSG00000209480,59.14,SNORD83B,116938
ENSG00000209482,54.74,SNORD83A,116937
ENSG00000173013,57.87,CCDC96,257236
ENSG00000263764,45.31,SNORD43,26807
ENSG00000101074,48.32,R3HDML,140902
ENSG00000263072,53.58,ZNF213-AS1,
ENSG00000224109,53.67,CENPVL3,347549
ENSG00000167193,49.13,CRK,1398
ENSG00000100321,55.76,SYNGR1,9145
ENSG00000283093,58.83,CENPVL2,441495
ENSG00000173011,56.73,TADA2B,93624
ENSG00000223591,58.83,CENPVL1,389857
ENSG00000201363,45.26,Y_RNA,
ENSG00000189369,44.72,GSPT2,23708
ENSG00000226812,45.94,AL117382.1,
ENSG00000101076,48.21,HNF4A,3172
ENSG00000262777,51.74,AC032044.1,
ENSG00000109519,47.45,GRPEL1,80273
ENSG00000179222,39.00,MAGED1,9500
ENSG00000244480,50.32,AC005154.2,
ENSG00000264520,40.20,AC005154.4,
ENSG00000226874,43.54,AC005154.1,
ENSG00000245468,47.86,LINC02447,
ENSG00000274424,53.26,RN7SL196P,
ENSG00000271333,51.02,AC019322.2,
ENSG00000263683,44.05,AC005154.3,
ENSG00000215302,40.29,AC127502.1,
ENSG00000200867,54.49,RN7SKP36,
ENSG00000184985,53.70,SORCS2,57537
ENSG00000284159,56.86,MIR3940,100500888
ENSG00000181240,50.86,SLC25A41,284427
ENSG00000270055,40.11,AC127502.2,
ENSG00000202430,49.54,RNA5SP88,
ENSG00000206732,33.64,RNU6-936P,
ENSG00000283345,38.90,AC127502.3,
ENSG00000106105,38.92,GARS1,2617
ENSG00000184924,45.91,PTRHD1,391356
ENSG00000260784,53.21,AC026150.2,
ENSG00000199620,48.74,RNA5SP258,
ENSG00000249213,41.70,AC079097.1,
ENSG00000197879,60.08,MYO1C,4641
ENSG00000260693,39.95,AC026150.1,
ENSG00000178115,53.23,GOLGA8Q,727909
ENSG00000178115,53.23,GOLGA8Q,728047
ENSG00000221914,37.60,PPP2R2A,5520
ENSG00000280216,48.77,AL022326.2,
ENSG00000138092,43.93,CENPO,79172
ENSG00000100324,51.35,TAB1,10454
ENSG00000285654,38.89,AC090953.2,
ENSG00000154813,40.33,DPH3,285381
ENSG00000125648,52.60,SLC25A23,79085
ENSG00000263011,50.91,AC108134.4,
ENSG00000122386,58.51,ZNF205,7755
ENSG00000154814,42.08,OXNAD1,92106
ENSG00000277031,52.92,RN7SL796P,
ENSG00000259890,54.56,DNM1P50,
ENSG00000264658,36.00,MIR4798,100616471
ENSG00000178597,60.55,PSAPL1,768239
ENSG00000266690,65.93,MIR4274,100422826
ENSG00000272620,52.90,AFAP1-AS1,84740
ENSG00000285402,45.98,AC244230.2,
ENSG00000260128,40.00,ULK4P2,89838
ENSG00000260128,40.00,ULK4P2,100288380
ENSG00000196526,46.39,AFAP1,60312
ENSG00000285294,43.56,LINC00842,643650
ENSG00000213412,47.42,HNRNPA1P33,
ENSG00000204174,52.57,NPY4R,5540
ENSG00000128268,57.01,MGAT3,4248
ENSG00000207430,45.86,U8,
ENSG00000138031,51.12,ADCY3,109
ENSG00000261794,53.12,GOLGA8H,728498
ENSG00000227188,55.31,MGAT3-AS1,104502417
ENSG00000204175,57.21,GPRIN2,9721
ENSG00000100335,49.85,MIEF1,54471
ENSG00000204176,52.37,SYT15,83849
ENSG00000270016,49.30,AC026150.3,
ENSG00000277467,54.43,RN7SL628P,
ENSG00000269930,28.66,AC091057.3,
ENSG00000202217,49.39,RN7SKP47,
ENSG00000247728,41.21,AC091057.2,
ENSG00000270954,50.50,RPSAP75,
ENSG00000285077,38.13,ARHGAP11B,89839
ENSG00000252758,39.25,RNU6-445P,
ENSG00000224297,39.35,AL158825.1,
ENSG00000135045,42.83,C9orf40,55071
ENSG00000249360,58.93,TOMM40P3,
ENSG00000250583,42.98,AC034232.1,
ENSG00000172590,47.12,MRPL52,122704
ENSG00000151388,40.42,ADAMTS12,81792
ENSG00000203321,38.70,CARNMT1-AS1,
ENSG00000284906,39.43,AC091057.5,
ENSG00000156017,37.56,CARNMT1,138199
ENSG00000287164,47.99,AC112254.1,
ENSG00000228919,71.30,AC097381.1,389199
ENSG00000085644,53.46,ZNF213,7760
ENSG00000163995,54.00,ABLIM2,84448
ENSG00000231187,49.85,AL356056.2,102724593
ENSG00000285035,41.09,AC091057.6,
ENSG00000187951,41.65,AC091057.1,100288637
ENSG00000229227,40.22,AL356056.1,
ENSG00000206846,43.62,Y_RNA,
ENSG00000284783,41.90,AC091057.4,
ENSG00000103832,53.01,GOLGA8UP,
ENSG00000165874,38.41,SHLD2P1,
ENSG00000130545,59.94,CRB3,92359
ENSG00000272430,38.08,LINC02637,
ENSG00000229927,39.93,RHEBP1,
ENSG00000274186,54.41,RN7SL248P,
ENSG00000285662,36.53,FAM245B,
ENSG00000106113,53.24,CRHR2,1395
ENSG00000278696,54.43,RN7SL82P,
ENSG00000270739,36.68,AC090953.1,
ENSG00000259845,43.46,HERC2P10,
ENSG00000280913,48.97,CTSLP3,1517
ENSG00000229587,38.86,AL158825.2,
ENSG00000278040,50.60,AL158825.3,
ENSG00000106733,40.50,NMRK1,54981
ENSG00000265366,44.56,GLUD1P2,414212
ENSG00000131378,43.50,RFTN1,23180
ENSG00000285025,57.75,AL022312.1,
ENSG00000128272,58.95,ATF4,468
ENSG00000215097,67.50,AL731733.1,
ENSG00000260382,50.36,AC087481.1,
ENSG00000204177,41.22,BMS1P1,399761
ENSG00000228146,61.10,CASP16P,197350
ENSG00000198690,42.81,FAN1,22909
ENSG00000238405,48.28,RNA5SP311,
ENSG00000243289,39.12,AGAP13P,
ENSG00000150175,46.80,FRMPD2B,
ENSG00000187051,54.54,RPS19BP1,91582
ENSG00000205744,55.66,DENND1C,79958
ENSG00000271936,53.25,AC012073.1,
ENSG00000115137,40.71,DNAJC27,51277
ENSG00000204179,36.85,PTPN20,26095
ENSG00000261889,51.20,AC108134.2,
ENSG00000201623,42.99,RNU6-923P,
ENSG00000262521,54.81,AJ003147.1,
ENSG00000182631,62.14,RXFP3,51289
ENSG00000262668,47.77,AJ003147.2,4992
ENSG00000168124,51.17,OR1F1,4992
ENSG00000164175,40.67,SLC45A2,51151
ENSG00000203581,51.88,OR1F2P,26184
ENSG00000100346,56.05,CACNA1I,8911
ENSG00000010539,43.67,ZNF200,7752
ENSG00000229005,46.47,HNF4A-AS1,101927219
ENSG00000254864,49.48,AC107884.2,
ENSG00000233376,54.34,AL117382.2,
ENSG00000266151,38.10,MIR3646,100500813
ENSG00000168746,45.90,LINC01620,140834
ENSG00000168746,45.90,LINC01620,101927242
ENSG00000166394,49.61,CYB5R2,51700
ENSG00000226243,53.05,RPL37AP1,
ENSG00000124120,46.57,TTPAL,79183
ENSG00000157227,57.24,MMP14,4323
ENSG00000134996,40.26,OSTF1,26578
ENSG00000237953,40.45,RPS13P5,
ENSG00000202479,40.00,SNORD14,
ENSG00000224165,45.17,DNAJC27-AS1,729723
ENSG00000207807,40.74,MIR95,407052
ENSG00000273267,51.08,AC097381.3,
