Gene_stable_ID,Gene_name,Gene end (bp),Gene start (bp),Gene_length
ENSG00000133665,DYDC2,80368073,80344745,23328
ENSG00000234910,IL6RP1,90082569,90081297,1272
ENSG00000219693,FGF7P8,62889921,62888535,1386
ENSG00000236005,,107535162,107534390,772
ENSG00000274181,RBPJP2,66637197,66635754,1443
ENSG00000267085,,65222777,65222522,255
ENSG00000257504,LINC02297,18633634,18630318,3316
ENSG00000139044,B4GALNT3,563509,459939,103570
ENSG00000276291,FRG1HP,41218410,40992249,226161
ENSG00000178950,GAK,932373,849276,83097
ENSG00000089723,OTUB2,94048930,94026340,22590
ENSG00000278736,,48701872,48701491,381
ENSG00000270695,,4530008,4529722,286
ENSG00000205653,,206392,203313,3079
ENSG00000271530,WBP1LP12,95454,95124,330
ENSG00000196301,HLA-DRB9,32473500,32459821,13679
ENSG00000270800,RPS10-NUDT3,34426071,34284887,141184
ENSG00000237268,,56448375,56421857,26518
ENSG00000232975,MTCO1P57,68098250,68097737,513
ENSG00000259065,,73803300,73787355,15945
ENSG00000238358,,90122890,90119299,3591
ENSG00000233727,,107854258,107853783,475
ENSG00000102409,BEX4,103217246,103215108,2138
ENSG00000232926,,19887970,19887289,681
ENSG00000015676,NUDCD3,44490658,44379119,111539
ENSG00000136891,TEX10,100352942,100302077,50865
ENSG00000258867,LINC01146,88098025,88024519,73506
ENSG00000093010,COMT,19969975,19941371,28604
ENSG00000235810,,57513425,57513157,268
ENSG00000198060,MARCHF5,92353964,92291167,62797
ENSG00000232054,NPM1P34,124281422,124280530,892
ENSG00000170965,PLAC1,134764322,134565838,198484
ENSG00000227008,RPS24P19,133671386,133670971,415
ENSG00000204053,MYCLP1,107273656,107272582,1074
ENSG00000235146,,594768,587629,7139
ENSG00000235437,LINC01278,63561095,63222993,338102
ENSG00000285884,,42645542,42638314,7228
ENSG00000228403,,48878649,48878022,627
ENSG00000227475,,36089389,36089086,303
ENSG00000226466,RPA2P2,81137335,81136540,795
ENSG00000232682,,60060743,60050668,10075
ENSG00000255418,LINC02718,23203161,23154683,48478
ENSG00000177674,AGTRAP,11754802,11736084,18718
ENSG00000279607,,93073466,93071972,1494
ENSG00000217165,ANKRD18EP,39112952,39110321,2631
ENSG00000287055,,43425283,43370026,55257
ENSG00000230338,MTND4P19,94774633,94774156,477
ENSG00000225339,,34286768,34248535,38233
ENSG00000177853,ZNF518A,96205288,96129715,75573
ENSG00000149516,MS4A3,60071115,60056587,14528
ENSG00000257756,LINC02386,30296707,30230779,65928
ENSG00000212802,RPL15P3,12514724,12514110,614
ENSG00000218521,,38003313,38002832,481
ENSG00000255587,RAB44,36733184,36697826,35358
ENSG00000028310,BRD9,892801,850291,42510
ENSG00000233854,POU6F2-AS2,39013551,38980370,33181
ENSG00000139209,SLC38A4,46832408,46764761,67647
ENSG00000241057,,43973323,43961590,11733
ENSG00000112078,KCTD20,36491143,36442767,48376
ENSG00000234085,,57655392,57654822,570
ENSG00000242073,,75486108,75474707,11401
ENSG00000273024,INTS4P2,65718688,65647823,70865
ENSG00000268089,GABRQ,152657542,152637895,19647
ENSG00000126062,TMEM115,50359521,50354750,4771
ENSG00000236556,,59282835,59282147,688
ENSG00000270973,SMARCE1P7,101181951,101181144,807
ENSG00000234644,OTX2P1,75724575,75724222,353
ENSG00000228174,,97517836,97512706,5130
ENSG00000287564,,31143813,31033089,110724
ENSG00000283000,LINC02635,34975578,34969881,5697
ENSG00000253208,PSME2P5,26548463,26547669,794
ENSG00000136938,ANP32B,98015943,97983341,32602
ENSG00000283053,,90623611,90622143,1468
ENSG00000197990,ZNF734P,63456687,63449819,6868
ENSG00000151151,IPMK,58267894,58191517,76377
ENSG00000255128,HSPD1P3,7420546,7418991,1555
ENSG00000244113,,17150888,17150301,587
ENSG00000231401,,8366427,8359344,7083
ENSG00000104219,ZDHHC2,17224799,17156482,68317
ENSG00000235620,,50275622,50274790,832
ENSG00000232068,,133990086,133989443,643
ENSG00000227113,,65078780,65075023,3757
ENSG00000176988,FMR1NB,148026665,147981337,45328
ENSG00000228008,,49916937,49903845,13092
ENSG00000235243,,84848253,84847877,376
ENSG00000286487,,31235648,31202831,32817
ENSG00000236638,,63263456,63263065,391
ENSG00000229806,RPS15P5,54626646,54626215,431
ENSG00000231317,,55678490,55656768,21722
ENSG00000277598,,60547154,60546920,234
ENSG00000270531,,11529755,11529488,267
ENSG00000273679,,22373570,22371736,1834
ENSG00000229403,,51630870,51614251,16619
ENSG00000157021,CIBAR1P1,41164374,41163162,1212
ENSG00000235932,,64737755,64737403,352
ENSG00000163673,DCLK3,36764349,36712422,51927
ENSG00000233765,CDRT15P12,66254464,66253424,1040
ENSG00000223705,NSUN5P1,75416787,75410322,6465
ENSG00000198785,GRIN3A,101738647,101569352,169295
ENSG00000185182,GOLGA8EP,22437902,22427039,10863
ENSG00000259012,MTCYBP27,84177088,84176419,669
ENSG00000258841,EEF1A1P2,81662874,81661428,1446
ENSG00000270258,DUXAP4,45056268,45055656,612
ENSG00000258616,LINC02303,45715952,45706250,9702
ENSG00000286939,,152927043,152925356,1687
ENSG00000226447,ZNF25-DT,37992467,37976825,15642
ENSG00000213341,CHUK,100229596,100188300,41296
ENSG00000198157,HMGN5,81201913,81113699,88214
ENSG00000151445,VIPAS39,77457952,77426675,31277
ENSG00000288532,,26317813,26315715,2098
ENSG00000254734,,29881714,29713909,167805
ENSG00000257258,,29158537,29142969,15568
ENSG00000255265,TMA16P1,58796854,58796237,617
ENSG00000256134,EGLN3P1,15972609,15971890,719
ENSG00000205177,C11orf91,33700801,33698261,2540
ENSG00000222439,RNU6-994P,63337449,63337339,110
ENSG00000139160,ETFBKMT,31673114,31647160,25954
ENSG00000101204,CHRNA4,63378401,63343223,35178
ENSG00000114349,GNAT1,50197696,50191610,6086
ENSG00000254403,OR10Y1P,59729492,59728519,973
ENSG00000246283,,42743202,42739118,4084
ENSG00000254584,,32041318,32035979,5339
ENSG00000250305,TRMT9B,13031503,12945642,85861
ENSG00000254530,LINC02755,29989328,29335878,653450
ENSG00000179344,HLA-DQB1,32668383,32659467,8916
ENSG00000104044,OCA2,28099315,27754875,344440
ENSG00000255252,,32105091,32097143,7948
ENSG00000270060,,47169563,47168281,1282
ENSG00000230617,,83425002,83424880,122
ENSG00000146670,CDCA5,65084164,65066300,17864
ENSG00000233420,,88756725,88420167,336558
ENSG00000233555,,63581834,63581254,580
ENSG00000214652,ZNF727,64085339,64045434,39905
ENSG00000229613,LINC01501,90583821,90462899,120922
ENSG00000257730,LSM6P2,49771136,49770960,176
ENSG00000225128,LINC00972,85489293,85421122,68171
ENSG00000228928,KPNA2P2,88566281,88564793,1488
ENSG00000151743,AMN1,31729121,31671142,57979
ENSG00000231523,SEPTIN14P1,63154934,63117501,37433
ENSG00000162572,SCNN1D,1292029,1280436,11593
ENSG00000254571,,99929896,99915077,14819
ENSG00000237461,,99819921,99396987,422934
ENSG00000075213,SEMA3A,84492724,83955777,536947
ENSG00000198312,BMS1P9,63059217,63055641,3576
ENSG00000155833,CYLC2,103018488,102995311,23177
ENSG00000203506,RBMS3-AS2,29642809,29526251,116558
ENSG00000266560,MAGEA10-MAGEA5,152138556,152114994,23562
ENSG00000213600,,50239984,50239618,366
ENSG00000284031,MIR4761,19963834,19963753,81
ENSG00000188512,,33969879,33969567,312
ENSG00000099889,ARVCF,20016823,19969896,46927
ENSG00000075914,EXOSC7,45036066,44975241,60825
ENSG00000279949,,9158621,9158063,558
ENSG00000253665,LINC02866,40127468,40114651,12817
ENSG00000253875,,27758552,27732915,25637
ENSG00000255073,ZFP91-CNTF,58624639,58579172,45467
ENSG00000272163,,24914717,24912165,2552
ENSG00000213652,HMGB3P30,112690520,112689915,605
ENSG00000003987,MTMR7,17413528,17296794,116734
ENSG00000203900,,63371177,63359988,11189
ENSG00000235893,,65817472,65816932,540
ENSG00000129680,MAP7D3,136256482,136213220,43262
ENSG00000225460,,89472692,89472237,455
ENSG00000273381,,91210299,91206175,4124
ENSG00000227666,CYCSP24,94038345,94038030,315
ENSG00000280936,,63424555,63422269,2286
ENSG00000226390,KCNQ2-AS1,63449329,63448051,1278
ENSG00000286936,,10318753,10317889,864
ENSG00000165030,NFIL3,91423832,91409045,14787
ENSG00000242834,RPL7AP56,37726456,37725666,790
ENSG00000180644,PRF1,70602759,70597348,5411
ENSG00000237005,HIGD1AP15,10334698,10334419,279
ENSG00000214835,RPL23AP6,10349628,10349157,471
ENSG00000286450,,46929320,46920880,8440
ENSG00000230750,SDAD1P2,10387806,10385779,2027
ENSG00000270588,,39874388,39873782,606
ENSG00000255520,,47130801,47123104,7697
ENSG00000125863,MKKS,10434222,10401009,33213
ENSG00000255106,,44540693,44539778,915
ENSG00000225072,OR7E116P,90233141,90232185,956
ENSG00000204291,COL15A1,99070792,98943179,127613
ENSG00000124942,AHNAK,62556235,62433542,122693
ENSG00000108242,CYP2C18,94736190,94683729,52461
ENSG00000248126,,1598247,1598127,120
ENSG00000250730,HMGB3P3,6290624,6289857,767
ENSG00000287600,,912587,904319,8268
ENSG00000248131,LINC01194,12804363,12574830,229533
ENSG00000249808,LINC01377,3181487,3177835,3652
ENSG00000250001,,9523178,9519853,3325
ENSG00000112902,SEMA5A,9546075,9035033,511042
ENSG00000232080,,32719170,32718005,1165
ENSG00000225102,,12001286,11990338,10948
ENSG00000231150,DNAH8-AS1,38953099,38923029,30070
ENSG00000285508,,10431922,10413520,18402
ENSG00000151224,MAT1A,80289658,80271820,17838
ENSG00000096395,MLN,33804003,33794673,9330
ENSG00000285723,,10420737,10420546,191
ENSG00000101210,EEF1A2,63499239,63488013,11226
ENSG00000287888,,24343464,24341729,1735
ENSG00000260897,DNM1P30,30153409,30150872,2537
ENSG00000280709,LINC02203,21653276,21552795,100481
ENSG00000285669,,30201332,30192429,8903
ENSG00000253974,NRG1-IT1,32139495,32026210,113285
ENSG00000105784,RUNDC3B,87832296,87627548,204748
ENSG00000284858,,25277476,25276945,531
ENSG00000279881,,48431041,48428143,2898
ENSG00000282987,,21226305,21006730,219575
ENSG00000169154,GOT1L1,37940124,37934281,5843
ENSG00000213587,,50719951,50719482,469
ENSG00000285491,OR1Q1BP,21610043,21609102,941
ENSG00000284788,,21544008,21542990,1018
ENSG00000274814,,28495182,28494975,207
ENSG00000258799,ZNF519P2,20901609,20901441,168
ENSG00000114378,HYAL1,50312381,50299890,12491
ENSG00000128829,EIF2AK4,40035591,39934115,101476
ENSG00000148948,LRRC4C,41459773,40114203,1345570
ENSG00000255565,,15782120,15780068,2052
ENSG00000257599,OVCH1-AS1,29487488,29389289,98199
ENSG00000120057,SFRP5,97771999,97766751,5248
ENSG00000090905,TNRC6A,24827632,24610209,217423
ENSG00000281202,LINC01097,13534335,13526319,8016
ENSG00000256615,,21760032,21662313,97719
ENSG00000240328,,19509245,19508904,341
ENSG00000286866,,4859904,4857283,2621
ENSG00000230045,FAM90A15P,7259914,7256904,3010
ENSG00000171467,ZNF318,43369647,43307134,62513
ENSG00000278969,,24904681,24902309,2372
ENSG00000256667,KLRA1P,10599669,10588063,11606
ENSG00000234566,RPL7AP71,54224062,54223324,738
ENSG00000204086,RPA4,96885467,96883908,1559
ENSG00000241612,,19814231,19813749,482
ENSG00000198889,DCAF12L1,126552814,126549383,3431
ENSG00000273238,TMEM271,576295,573880,2415
ENSG00000279302,,27703789,27701194,2595
ENSG00000230226,,63505111,63502287,2824
ENSG00000246130,,23083619,23068229,15390
ENSG00000107864,CPEB3,92291078,92046692,244386
ENSG00000251188,,269531,268982,549
ENSG00000125534,PPDPF,63522206,63520765,1441
ENSG00000253206,,49554414,49536386,18028
ENSG00000248444,HNRNPA1P65,24772420,24771467,953
ENSG00000213526,SETP8,116963676,116963049,627
ENSG00000279587,,117895683,117894632,1051
ENSG00000168300,PCMTD1,51899186,51817575,81611
ENSG00000230823,CBX1P1,63299673,63299247,426
ENSG00000234288,OR1AA1P,131425239,131424301,938
ENSG00000072840,EVC,5814305,5711201,103104
ENSG00000182890,GLUD2,121050094,121047610,2484
ENSG00000167995,BEST1,61965515,61950063,15452
ENSG00000219507,FTH1P8,148052746,148052233,513
ENSG00000235813,,134606254,134599457,6797
ENSG00000288098,,142740581,141934496,806085
ENSG00000287098,,40622109,40620701,1408
ENSG00000101928,MOSPD1,134915257,134887632,27625
ENSG00000101213,PTK6,63537376,63528001,9375
ENSG00000171608,PIK3CD,9729114,9651731,77383
ENSG00000095209,TMEM38B,105776629,105694541,82088
ENSG00000183597,TANGO2,20067164,20017014,50150
ENSG00000257042,,27969813,27958517,11296
ENSG00000226888,RPLP1P10,59089039,59088701,338
ENSG00000258273,,48333901,48333755,146
ENSG00000231345,BEND3P1,50660472,50655967,4505
ENSG00000244662,,24643166,24642687,479
ENSG00000272914,,30833387,30831828,1559
ENSG00000275812,,63543738,63543411,327
ENSG00000257924,LINC02416,47369935,47353754,16181
ENSG00000271418,,27094223,27093923,300
ENSG00000125531,FNDC11,63556695,63547891,8804
ENSG00000197837,H4-16,14771131,14767999,3132
ENSG00000138190,EXOC6,93059493,92826831,232662
ENSG00000234592,TJAP1P1,129043183,129041536,1647
ENSG00000228728,PPIAP91,150819246,150818753,493
ENSG00000234785,EEF1GP5,115704120,115702811,1309
ENSG00000255815,KRT8P11,99306611,99305176,1435
ENSG00000253943,KRT18P37,41512521,41511240,1281
ENSG00000122126,OCRL,129592561,129539849,52712
ENSG00000272269,NUP153-AS1,17707344,17706257,1087
ENSG00000253174,,41545044,41540381,4663
ENSG00000164970,FAM219A,34458570,34398184,60386
ENSG00000253903,,27087783,27086076,1707
ENSG00000130589,HELZ2,63574239,63558086,16153
ENSG00000137288,UQCC2,33711727,33694293,17434
ENSG00000233133,,17706233,17706058,175
ENSG00000270255,,19001950,19001627,323
ENSG00000237186,,57530967,57530345,622
ENSG00000253569,VENTXP5,33723079,33722305,774
ENSG00000254491,,13584533,13583889,644
ENSG00000254156,MTND6P20,46839205,46838788,417
ENSG00000257813,,43572038,43569769,2269
ENSG00000275286,,44499158,44498616,542
ENSG00000231299,SEPTIN14P24,56360541,56360362,179
ENSG00000179152,TCAIM,44409451,44338119,71332
ENSG00000235450,,91556848,91380778,176070
ENSG00000111186,WNT5B,1647212,1529891,117321
ENSG00000233782,ZNF90P3,63088261,63087070,1191
ENSG00000244361,RPL30P7,10489142,10488820,322
ENSG00000104765,BNIP3L,26505636,26383054,122582
ENSG00000288108,,1933985,1931058,2927
ENSG00000271980,,10267146,10264597,2549
ENSG00000248951,MTCO2P32,1370945,1370543,402
ENSG00000249379,,53507660,53503109,4551
ENSG00000146701,MDH2,76067508,76048051,19457
ENSG00000224157,HCG14,28897322,28896530,792
ENSG00000226070,,40369474,40358744,10730
ENSG00000145506,NKD2,1038943,1008802,30141
ENSG00000272442,,44378957,44273194,105763
ENSG00000198894,CIPC,77117287,77098126,19161
ENSG00000274844,,60826533,60826185,348
ENSG00000227089,,21355296,21354411,885
ENSG00000286723,,57884297,57880071,4226
ENSG00000220643,,34687106,34686602,504
ENSG00000146122,DAAM2,39904877,39792298,112579
ENSG00000248516,,4334182,4321962,12220
ENSG00000248669,,4118284,4117925,359
ENSG00000279859,,6692970,6691995,975
ENSG00000109606,DHX15,24584554,24517441,67113
ENSG00000254454,RCC2P6,62373168,62371146,2022
ENSG00000245311,ARNTL2-AS1,27446625,27389789,56836
ENSG00000274444,,37109984,37109587,397
ENSG00000283217,,43673393,43556436,116957
ENSG00000281087,,21710270,21709649,621
ENSG00000259278,,39026521,39019193,7328
ENSG00000276431,,30170091,30169881,210
ENSG00000270718,,39170880,39170646,234
ENSG00000259969,,57994525,57993545,980
ENSG00000250770,,3366122,3296202,69920
ENSG00000255002,LINC02324,65222443,65197254,25189
ENSG00000279688,AQP7P3,65894790,65878766,16024
ENSG00000234964,FABP5P7,59781722,59781318,404
ENSG00000244535,,32758614,32758268,346
ENSG00000135436,FAM186B,49605639,49582885,22754
ENSG00000268295,POLR3GP1,91603433,91603173,260
ENSG00000277215,SPANXA2-OT1,141649927,141177284,472643
ENSG00000168515,SCGB1D1,62193539,62190216,3323
ENSG00000166206,GABRB3,26939539,26543546,395993
ENSG00000259149,,42268586,42259731,8855
ENSG00000204802,,62376836,62374128,2708
ENSG00000277763,,56117990,56117316,674
ENSG00000258820,,75271950,75259411,12539
ENSG00000229487,ALG13-AS1,111711101,111706649,4452
ENSG00000258934,YWHAQP1,42808112,42807378,734
ENSG00000133138,TBC1D8B,106876150,106802673,73477
ENSG00000259007,,51969800,51967003,2797
ENSG00000278988,,82544196,82543718,478
ENSG00000286506,,43139867,43126164,13703
ENSG00000235619,RPL36AP33,35507873,35507564,309
ENSG00000283378,CNTNAP3C,61453030,61330717,122313
ENSG00000247151,CSTF3-DT,33191598,33161657,29941
ENSG00000011114,BTBD7,93333092,93237550,95542
ENSG00000234394,,68330626,68306528,24098
ENSG00000269570,,58612642,58611119,1523
ENSG00000145555,MYO10,16936288,16661907,274381
ENSG00000223446,,93095546,93091460,4086
ENSG00000131668,BARX1,93955355,93951627,3728
ENSG00000011347,SYT7,61581148,61513714,67434
ENSG00000213067,,56598342,56597379,963
ENSG00000223558,TRIM60P17,64086576,64085560,1016
ENSG00000215278,RPS7P6,17428274,17427696,578
ENSG00000196715,VKORC1L1,65959563,65873074,86489
ENSG00000258202,,30492302,30454919,37383
ENSG00000205857,NANOGNB,7774121,7765216,8905
ENSG00000072832,CRMP1,5893086,5748084,145002
ENSG00000134028,ADAMDEC1,24406013,24384285,21728
ENSG00000275628,,60927822,60918581,9241
ENSG00000255277,ABCC6P2,14824702,14820792,3910
ENSG00000230225,MTND5P14,5110762,5109496,1266
ENSG00000231107,LINC01508,90433566,90300885,132681
ENSG00000256686,,25814171,25782706,31465
ENSG00000224001,,98235567,98234709,858
ENSG00000260439,LMF1-AS1,934495,921033,13462
ENSG00000023734,STRAP,15903478,15882387,21091
ENSG00000238124,,65463438,65463071,367
ENSG00000233918,,62275678,62275361,317
ENSG00000224762,,64473826,64473040,786
ENSG00000276484,,18316984,18313294,3690
ENSG00000278485,,60944636,60944555,81
ENSG00000285670,,56220747,56214979,5768
ENSG00000240632,SPATA31D5P,81919926,81913437,6489
ENSG00000185716,MOSMO,22087534,22007638,79896
ENSG00000136273,HUS1,47979615,47963288,16327
ENSG00000185963,BICD2,92764833,92711363,53470
ENSG00000125885,MCM8,5998977,5950652,48325
ENSG00000259899,,12611044,12560756,50288
ENSG00000285628,,18344283,18318008,26275
ENSG00000274925,ZKSCAN2-DT,25261066,25257952,3114
ENSG00000267373,,16104254,16103761,493
ENSG00000267147,LINC01842,14343916,14333743,10173
ENSG00000271105,SCML2P2,25070109,25069570,539
ENSG00000268056,,17168051,17152588,15463
ENSG00000167371,PRRT2,29815892,29811382,4510
ENSG00000167459,LINC00905,16042142,16031170,10972
ENSG00000100593,ISM2,77498816,77474394,24422
ENSG00000271385,,91464708,91464578,130
ENSG00000227350,PPIAP88,107543616,107543151,465
ENSG00000122870,BICC1,58831435,58512872,318563
ENSG00000268916,CSAG3,152760222,152753921,6301
ENSG00000234982,,14205039,14204248,791
ENSG00000136810,TXN,110256507,110243810,12697
ENSG00000287137,,48795513,48754649,40864
ENSG00000277769,RBM22P4,45099260,45098021,1239
ENSG00000226802,RUVBL2P1,128441785,128440929,856
ENSG00000238066,,117398206,117397938,268
ENSG00000214628,NDUFB5P2,96954195,96953630,565
ENSG00000133131,MORC4,107000212,106813871,186341
ENSG00000196284,SUPT3H,45377953,44809317,568636
ENSG00000277801,,89157574,89156743,831
ENSG00000258633,,44897077,44876874,20203
ENSG00000244053,RPL13AP2,47201104,47200575,529
ENSG00000259048,,38194281,38034287,159994
ENSG00000213315,,90766989,90766531,458
ENSG00000259058,,76924649,76921840,2809
ENSG00000259126,,44393716,44392531,1185
ENSG00000229402,,99159669,99158416,1253
ENSG00000087302,RTRAF,52010694,51989514,21180
ENSG00000173157,ADAMTS20,43552203,43353866,198337
ENSG00000157654,PALM2AKAP2,110172512,109498325,674187
ENSG00000253455,,48623895,48620465,3430
ENSG00000230575,,76438775,76437408,1367
ENSG00000226578,,37784131,37775371,8760
ENSG00000223428,,75288682,75288333,349
ENSG00000197892,KIF13B,29263124,29067278,195846
ENSG00000213609,RPL7AP50,63903245,63902451,794
ENSG00000261939,LARP7P2,19819628,19819504,124
ENSG00000261158,,12761162,12759282,1880
ENSG00000122863,CHST3,72013558,71964395,49163
ENSG00000048471,SNX29,12574287,11976734,597553
ENSG00000266913,LINC01841,14370196,14305458,64738
ENSG00000236800,,48672424,48664199,8225
ENSG00000072954,TMEM38A,16690023,16661139,28884
ENSG00000176532,PRR15,29567293,29563835,3458
ENSG00000180139,ACTA2-AS1,88940820,88932390,8430
ENSG00000233760,,26558880,26551686,7194
ENSG00000155254,MARVELD1,97718150,97713173,4977
ENSG00000278959,,93956519,93954044,2475
ENSG00000228711,,82657411,82657035,376
ENSG00000224752,VN1R21P,14089871,14089107,764
ENSG00000280560,LINC01374,90225443,89853595,371848
ENSG00000229485,KSR1P1,42149549,42149310,239
ENSG00000132141,CCT6B,34981078,34927859,53219
ENSG00000237882,PPIAP13,75089725,75089248,477
ENSG00000226646,RPL7P37,35698037,35697300,737
ENSG00000230224,PHBP9,100249095,100248271,824
ENSG00000183696,UPP1,48108736,48088628,20108
